EmployeeID,Gender,Department,JobRole,HireDate,FTE,IsBadHire,ExitDate,EmploymentStatus,TenureYears
1758,Male,Finance,Analyst,2015-11-06,1.0,No,,Active,9.2
1759,Male,Operations,Manager,2022-06-01,1.0,No,,Active,2.6
1760,Male,IT,Associate,2020-06-14,1.0,No,,Active,4.6
1761,Female,Sales,Executive,2022-09-01,0.75,Yes,,Active,2.3
1762,Female,IT,Engineer,2015-09-29,1.0,No,2020-10-29,Terminated,9.3
1763,Male,IT,Analyst,2024-12-21,1.0,No,,Active,0.0
1764,Female,HR,Manager,2019-12-28,1.0,No,,Active,5.0
1765,Male,HR,Executive,2023-03-05,1.0,Yes,,Active,1.8
1766,Male,HR,Analyst,2023-12-18,1.0,No,,Active,1.0
1767,Male,HR,Analyst,2020-09-10,1.0,No,,Active,4.3
1768,Female,Operations,Executive,2016-03-18,1.0,No,2018-01-25,Terminated,8.8
1769,Female,Finance,Manager,2021-01-18,0.5,No,2026-09-14,Terminated,4.0
1770,Male,Sales,Manager,2022-09-15,0.75,No,,Active,2.3
1771,Male,IT,Associate,2015-09-11,1.0,No,,Active,9.3
1772,Male,Operations,Engineer,2016-06-04,0.5,No,,Active,8.6
1773,Male,Sales,Executive,2017-09-03,0.75,No,2023-09-07,Terminated,7.3
1774,Female,Operations,Executive,2024-09-21,1.0,No,,Active,0.3
1775,Female,Operations,Executive,2015-01-10,1.0,No,,Active,10.0
1776,Male,IT,Manager,2022-08-05,1.0,No,,Active,2.4
1777,Male,Finance,Engineer,2021-12-27,0.75,No,,Active,3.0
1778,Female,HR,Associate,2022-10-03,0.75,No,,Active,2.2
1779,Female,Finance,Analyst,2019-05-03,0.75,No,,Active,5.7
1780,Male,IT,Analyst,2021-10-19,0.5,No,2025-06-22,Terminated,3.2
1781,Male,IT,Executive,2018-02-08,1.0,No,2022-02-26,Terminated,6.9
1782,Male,IT,Engineer,2015-06-02,0.75,No,,Active,9.6
1783,Female,Sales,Manager,2019-07-17,1.0,No,,Active,5.5
1784,Female,Finance,Engineer,2023-02-12,0.5,No,2026-07-22,Terminated,1.9
1785,Female,Finance,Engineer,2022-12-26,1.0,No,2025-06-07,Terminated,2.0
1786,Male,Operations,Manager,2023-09-09,1.0,No,,Active,1.3
1787,Male,Operations,Executive,2022-09-01,1.0,No,,Active,2.3
1788,Female,Operations,Engineer,2020-01-31,1.0,No,,Active,4.9
1789,Female,IT,Analyst,2018-04-29,1.0,No,,Active,6.7
1790,Male,Finance,Manager,2019-10-19,0.75,No,,Active,5.2
1791,Female,IT,Associate,2022-02-23,1.0,No,,Active,2.9
1792,Female,Sales,Executive,2018-01-09,1.0,No,,Active,7.0
1793,Male,Operations,Manager,2021-12-11,1.0,No,2025-01-11,Terminated,3.1
1794,Female,IT,Associate,2017-06-13,0.5,No,,Active,7.6
1795,Male,IT,Associate,2018-01-16,0.5,No,,Active,7.0
1796,Male,Sales,Engineer,2023-12-10,1.0,No,,Active,1.1
1797,Male,HR,Engineer,2015-04-14,1.0,Yes,,Active,9.7
1798,Male,Finance,Engineer,2023-09-03,1.0,No,,Active,1.3
1799,Male,HR,Manager,2024-07-26,0.75,No,,Active,0.4
1800,Male,Operations,Manager,2020-03-29,1.0,Yes,,Active,4.8
1801,Male,IT,Executive,2023-12-14,0.75,No,2026-10-28,Terminated,1.0
1802,Female,Sales,Engineer,2023-05-31,0.5,No,,Active,1.6
1803,Male,Sales,Associate,2017-10-03,1.0,No,,Active,7.2
1804,Male,Finance,Analyst,2016-02-11,0.75,No,,Active,8.9
1805,Female,HR,Executive,2018-11-02,0.75,Yes,,Active,6.2
1806,Female,Finance,Manager,2015-06-16,1.0,No,,Active,9.6
1807,Female,IT,Executive,2016-05-23,0.75,No,2019-10-25,Terminated,8.6
1808,Male,Finance,Executive,2019-07-20,0.5,No,,Active,5.5
1809,Female,Sales,Executive,2021-06-18,0.5,No,,Active,3.5
1810,Male,Sales,Executive,2024-07-21,0.75,No,2025-04-20,Terminated,0.4
1811,Male,Operations,Analyst,2017-02-01,0.5,Yes,,Active,7.9
1812,Male,Operations,Engineer,2016-11-11,1.0,No,2018-11-20,Terminated,8.1
1813,Male,IT,Associate,2021-11-29,0.75,No,,Active,3.1
1814,Female,HR,Executive,2020-10-21,0.75,No,,Active,4.2
1815,Female,Finance,Executive,2018-03-10,1.0,No,,Active,6.8
1816,Male,IT,Executive,2016-08-04,1.0,No,,Active,8.4
1817,Male,Operations,Engineer,2015-09-19,1.0,No,,Active,9.3
1818,Male,Finance,Manager,2018-09-25,1.0,Yes,,Active,6.3
1819,Female,Operations,Manager,2018-08-24,1.0,No,,Active,6.4
1820,Male,Finance,Analyst,2021-04-11,1.0,No,2026-08-18,Terminated,3.7
1821,Male,HR,Manager,2019-03-19,1.0,No,,Active,5.8
1822,Female,IT,Executive,2024-05-01,1.0,No,2031-01-05,Terminated,0.7
1823,Female,Finance,Executive,2024-12-25,0.75,No,,Active,0.0
1824,Male,Sales,Executive,2016-07-14,0.75,No,,Active,8.5
1825,Female,Sales,Analyst,2018-01-04,0.75,No,,Active,7.0
1826,Female,Finance,Executive,2020-03-18,1.0,Yes,,Active,4.8
1827,Male,Finance,Manager,2015-06-24,1.0,No,2017-02-28,Terminated,9.5
1828,Female,Finance,Engineer,2020-11-26,1.0,No,,Active,4.1
1829,Male,Sales,Engineer,2021-02-08,1.0,No,,Active,3.9
1830,Female,Sales,Associate,2015-07-11,1.0,No,,Active,9.5
1831,Male,Finance,Manager,2015-03-06,0.75,No,,Active,9.8
1832,Male,Operations,Executive,2023-03-30,0.75,No,,Active,1.8
1833,Male,Operations,Engineer,2019-02-06,1.0,No,,Active,5.9
1834,Female,HR,Manager,2023-09-07,1.0,No,,Active,1.3
1835,Male,IT,Engineer,2019-04-17,1.0,No,,Active,5.7
1836,Female,Operations,Executive,2022-12-21,1.0,No,,Active,2.0
1837,Male,Sales,Engineer,2018-02-25,0.75,No,,Active,6.9
1838,Male,Operations,Associate,2024-08-24,1.0,No,,Active,0.4
1839,Female,HR,Associate,2020-04-21,1.0,Yes,2023-02-16,Terminated,4.7
1840,Male,HR,Engineer,2016-01-04,1.0,No,,Active,9.0
1841,Male,IT,Manager,2017-04-30,1.0,No,,Active,7.7
1842,Female,Operations,Manager,2015-02-12,0.75,No,,Active,9.9
1843,Male,Sales,Manager,2020-03-22,0.75,No,,Active,4.8
1844,Male,Sales,Engineer,2024-07-22,1.0,No,2025-08-10,Terminated,0.4
1845,Male,Finance,Manager,2021-12-10,1.0,No,,Active,3.1
1846,Male,Sales,Executive,2015-03-19,1.0,No,,Active,9.8
1847,Female,IT,Associate,2022-11-13,0.75,Yes,,Active,2.1
1848,Female,IT,Executive,2019-12-30,1.0,No,,Active,5.0
1849,Male,Sales,Manager,2018-07-17,0.75,No,,Active,6.5
1850,Female,Sales,Executive,2016-11-04,0.5,No,,Active,8.2
1851,Male,Finance,Manager,2016-12-01,1.0,No,,Active,8.1
1852,Female,Sales,Engineer,2017-01-28,1.0,Yes,,Active,7.9
1853,Male,Finance,Executive,2020-04-07,0.5,No,,Active,4.7
1854,Male,Finance,Engineer,2022-08-07,0.5,No,,Active,2.4
1855,Male,Sales,Engineer,2024-04-09,1.0,Yes,,Active,0.7
1856,Male,HR,Analyst,2023-02-20,0.5,No,,Active,1.9
1857,Male,HR,Manager,2017-06-20,1.0,No,,Active,7.5
1858,Male,Finance,Associate,2023-01-15,1.0,No,,Active,2.0
1859,Female,Sales,Manager,2017-09-19,0.75,No,,Active,7.3
1860,Male,HR,Associate,2018-04-06,0.75,Yes,,Active,6.7
1861,Female,Sales,Manager,2021-07-14,1.0,No,2025-01-13,Terminated,3.5
1862,Male,Sales,Engineer,2021-02-18,1.0,No,2021-11-01,Terminated,3.9
1863,Female,Sales,Executive,2019-01-16,1.0,No,,Active,6.0
1864,Female,Operations,Executive,2021-05-19,1.0,No,,Active,3.6
1865,Female,Sales,Analyst,2024-04-30,1.0,No,,Active,0.7
1866,Male,Operations,Associate,2016-01-25,1.0,No,,Active,8.9
1867,Male,Finance,Associate,2017-09-26,1.0,No,,Active,7.3
1868,Female,HR,Associate,2016-06-08,1.0,No,,Active,8.6
1869,Male,HR,Engineer,2024-01-25,1.0,No,2026-10-16,Terminated,0.9
1870,Female,HR,Associate,2020-01-30,1.0,No,,Active,4.9
1871,Male,HR,Executive,2019-02-15,1.0,No,,Active,5.9
1872,Female,HR,Engineer,2016-10-20,1.0,No,,Active,8.2
1873,Female,HR,Manager,2022-07-26,0.5,No,,Active,2.4
1874,Male,HR,Associate,2017-06-09,1.0,No,,Active,7.6
1875,Female,Finance,Associate,2024-12-05,0.75,No,,Active,0.1
1876,Male,Sales,Manager,2019-01-21,0.75,No,,Active,5.9
1877,Female,IT,Associate,2023-08-27,0.5,No,,Active,1.3
1878,Female,Operations,Manager,2023-09-02,1.0,No,,Active,1.3
1879,Male,IT,Engineer,2016-03-27,1.0,No,,Active,8.8
1880,Male,IT,Executive,2021-10-11,0.75,Yes,,Active,3.2
1881,Male,Sales,Manager,2023-10-28,1.0,Yes,,Active,1.2
1882,Female,Sales,Analyst,2019-03-18,1.0,No,,Active,5.8
1883,Male,Sales,Manager,2024-06-09,0.75,No,2027-01-12,Terminated,0.6
1884,Female,HR,Associate,2023-06-21,1.0,No,,Active,1.5
1885,Female,Finance,Engineer,2017-06-01,1.0,No,2018-03-13,Terminated,7.6
1886,Male,HR,Engineer,2015-11-09,1.0,Yes,2022-03-12,Terminated,9.2
1887,Male,Finance,Manager,2017-04-19,1.0,No,,Active,7.7
1888,Female,Finance,Executive,2022-01-10,1.0,No,,Active,3.0
1889,Female,IT,Analyst,2023-12-22,0.5,No,2029-03-31,Terminated,1.0
1890,Male,IT,Engineer,2016-01-10,0.75,No,,Active,9.0
1891,Male,Finance,Associate,2016-03-26,0.5,No,,Active,8.8
1892,Male,Finance,Associate,2023-05-21,1.0,No,2027-11-21,Terminated,1.6
1893,Male,HR,Executive,2016-08-17,0.75,No,,Active,8.4
1894,Male,HR,Engineer,2023-11-25,0.75,No,,Active,1.1
1895,Female,IT,Manager,2018-05-18,1.0,No,,Active,6.6
1896,Female,Sales,Associate,2016-05-14,1.0,No,,Active,8.6
1897,Female,Finance,Executive,2016-04-08,1.0,No,,Active,8.7
1898,Female,HR,Engineer,2023-10-01,0.5,No,,Active,1.3
1899,Male,IT,Engineer,2015-04-23,0.5,Yes,,Active,9.7
1900,Male,HR,Engineer,2017-11-01,1.0,Yes,,Active,7.2
1901,Male,Finance,Engineer,2023-10-03,0.75,No,,Active,1.2
1902,Female,Finance,Engineer,2024-12-15,0.5,No,,Active,0.0
1903,Female,Operations,Associate,2021-07-06,1.0,Yes,,Active,3.5
1904,Male,Sales,Executive,2020-04-08,1.0,No,,Active,4.7
1905,Male,Operations,Engineer,2024-03-08,1.0,No,,Active,0.8
1906,Female,IT,Analyst,2015-05-20,1.0,Yes,,Active,9.6
1907,Female,HR,Analyst,2018-11-25,1.0,No,2020-01-23,Terminated,6.1
1908,Male,IT,Executive,2023-01-28,0.75,No,,Active,1.9
1909,Male,Finance,Manager,2023-09-04,1.0,No,,Active,1.3
1910,Female,Operations,Manager,2016-05-31,0.75,No,,Active,8.6
1911,Male,Operations,Manager,2022-03-01,0.75,No,2026-07-03,Terminated,2.8
1912,Male,Operations,Analyst,2020-05-01,1.0,Yes,,Active,4.7
1913,Male,IT,Manager,2022-12-03,0.75,No,,Active,2.1
1914,Female,Finance,Associate,2023-08-07,1.0,No,,Active,1.4
1915,Female,HR,Engineer,2020-12-05,0.75,No,,Active,4.1
1916,Female,HR,Analyst,2017-06-06,1.0,Yes,,Active,7.6
1917,Female,IT,Executive,2023-07-28,1.0,Yes,,Active,1.4
1918,Female,Operations,Executive,2023-07-02,0.75,Yes,,Active,1.5
1919,Female,Sales,Engineer,2018-09-03,0.5,No,2021-11-07,Terminated,6.3
1920,Female,IT,Analyst,2015-02-19,1.0,No,,Active,9.9
1921,Male,IT,Manager,2024-09-30,1.0,No,,Active,0.3
1922,Male,Finance,Manager,2015-01-19,1.0,No,,Active,10.0
1923,Male,HR,Associate,2016-12-26,1.0,No,2022-03-26,Terminated,8.0
1924,Male,IT,Associate,2021-02-22,1.0,No,,Active,3.9
1925,Male,IT,Manager,2019-01-13,1.0,Yes,2019-11-30,Terminated,6.0
1926,Male,Operations,Executive,2022-02-19,1.0,No,2025-01-26,Terminated,2.9
1927,Male,Operations,Executive,2016-03-27,1.0,No,,Active,8.8
1928,Female,Sales,Associate,2021-05-25,1.0,No,,Active,3.6
1929,Female,Finance,Engineer,2018-03-10,1.0,No,,Active,6.8
1930,Male,Sales,Manager,2018-01-12,1.0,No,,Active,7.0
1931,Male,Operations,Associate,2021-09-04,1.0,No,,Active,3.3
1932,Female,HR,Associate,2015-08-03,1.0,No,,Active,9.4
1933,Male,Operations,Manager,2019-03-30,0.75,No,2023-07-18,Terminated,5.8
1934,Male,Finance,Manager,2021-03-12,0.5,No,,Active,3.8
1935,Female,Operations,Executive,2024-07-06,1.0,No,2026-06-30,Terminated,0.5
1936,Male,Finance,Engineer,2015-05-08,1.0,Yes,,Active,9.7
1937,Female,Finance,Engineer,2020-01-20,1.0,No,,Active,5.0
1938,Male,Finance,Manager,2024-09-18,0.75,Yes,2031-03-25,Terminated,0.3
1939,Female,Finance,Analyst,2017-01-29,1.0,No,,Active,7.9
1940,Female,Finance,Associate,2021-09-17,1.0,No,,Active,3.3
1941,Female,HR,Associate,2023-06-28,0.75,No,,Active,1.5
1942,Male,Sales,Manager,2019-12-21,1.0,No,,Active,5.0
1943,Female,IT,Analyst,2021-07-13,1.0,No,,Active,3.5
1944,Male,Sales,Executive,2022-11-18,1.0,No,,Active,2.1
1945,Male,Finance,Manager,2022-07-24,1.0,No,,Active,2.4
1946,Male,HR,Manager,2015-12-27,1.0,No,2020-07-02,Terminated,9.0
1947,Male,Operations,Associate,2016-07-22,1.0,No,,Active,8.4
1948,Female,HR,Manager,2018-11-16,1.0,No,2021-06-15,Terminated,6.1
1949,Female,Finance,Manager,2021-03-15,1.0,No,,Active,3.8
1950,Male,HR,Manager,2019-05-17,1.0,No,,Active,5.6
1951,Male,HR,Associate,2019-08-20,1.0,No,,Active,5.4
1952,Female,Finance,Executive,2015-07-21,0.75,No,,Active,9.5
1953,Male,HR,Executive,2020-08-26,1.0,Yes,2022-11-07,Terminated,4.4
1954,Female,IT,Manager,2021-06-27,0.5,Yes,,Active,3.5
1955,Male,IT,Associate,2016-06-01,1.0,Yes,,Active,8.6
1956,Male,HR,Executive,2024-12-20,1.0,No,,Active,0.0
1957,Female,Operations,Executive,2018-09-10,0.75,No,,Active,6.3
1958,Male,Finance,Executive,2018-12-06,1.0,No,2021-03-20,Terminated,6.1
1959,Female,IT,Associate,2018-09-03,0.5,No,2022-07-31,Terminated,6.3
1960,Male,Operations,Associate,2016-11-11,1.0,No,,Active,8.1
1961,Male,HR,Manager,2020-06-11,1.0,No,,Active,4.6
1962,Male,Operations,Engineer,2023-08-20,1.0,No,,Active,1.4
1963,Female,Sales,Executive,2024-09-15,0.75,No,,Active,0.3
1964,Male,IT,Engineer,2019-01-31,0.75,No,2019-09-10,Terminated,5.9
1965,Male,HR,Associate,2016-02-29,1.0,No,,Active,8.8
1966,Male,Finance,Associate,2020-05-22,1.0,No,,Active,4.6
1967,Male,HR,Associate,2019-09-09,1.0,No,,Active,5.3
1968,Female,Finance,Engineer,2023-12-20,1.0,No,2030-10-15,Terminated,1.0
1969,Female,HR,Associate,2023-05-25,1.0,No,,Active,1.6
1970,Male,Operations,Manager,2021-08-31,1.0,Yes,,Active,3.3
1971,Female,Operations,Associate,2017-02-16,1.0,No,,Active,7.9
1972,Male,Operations,Analyst,2020-11-15,0.75,No,,Active,4.1
1973,Male,Sales,Engineer,2024-05-09,0.75,No,,Active,0.6
1974,Male,Finance,Analyst,2020-01-01,1.0,No,,Active,5.0
1975,Female,Operations,Associate,2015-07-27,0.5,No,,Active,9.4
1976,Female,Sales,Manager,2019-03-18,1.0,No,,Active,5.8
1977,Female,Finance,Executive,2019-07-18,1.0,No,,Active,5.5
1978,Female,HR,Associate,2022-03-18,0.75,No,,Active,2.8
1979,Female,Sales,Manager,2021-01-22,0.5,Yes,,Active,3.9
1980,Female,IT,Engineer,2015-01-22,1.0,Yes,,Active,9.9
1981,Female,Sales,Analyst,2015-06-03,1.0,Yes,,Active,9.6
1982,Female,Sales,Analyst,2020-05-16,1.0,Yes,,Active,4.6
1983,Female,Finance,Analyst,2024-08-11,1.0,No,2027-11-30,Terminated,0.4
1984,Male,HR,Engineer,2024-03-20,1.0,Yes,,Active,0.8
1985,Female,IT,Manager,2015-08-07,1.0,No,,Active,9.4
1986,Female,Operations,Engineer,2016-10-30,1.0,Yes,,Active,8.2
1987,Female,Operations,Analyst,2019-02-27,1.0,No,,Active,5.8
1988,Female,Sales,Associate,2021-03-27,1.0,Yes,,Active,3.8
1989,Female,Finance,Executive,2020-08-29,0.75,No,,Active,4.3
1990,Female,Finance,Engineer,2022-02-13,1.0,Yes,,Active,2.9
1991,Female,Operations,Engineer,2017-08-07,1.0,No,,Active,7.4
1992,Female,IT,Manager,2021-01-04,0.75,No,,Active,4.0
1993,Female,HR,Manager,2023-09-15,0.5,Yes,,Active,1.3
1994,Female,IT,Engineer,2016-02-07,1.0,No,,Active,8.9
1995,Female,HR,Analyst,2016-08-18,1.0,Yes,,Active,8.4
1996,Male,Operations,Executive,2024-09-24,1.0,No,,Active,0.3
1997,Male,HR,Manager,2021-08-11,0.5,Yes,,Active,3.4
1998,Female,Finance,Analyst,2018-12-08,0.5,No,2023-12-22,Terminated,6.1
1999,Female,Sales,Associate,2024-04-03,1.0,No,2028-04-13,Terminated,0.7
2000,Male,Sales,Manager,2022-10-20,1.0,No,,Active,2.2
2001,Female,Operations,Analyst,2023-02-13,1.0,No,,Active,1.9
2002,Male,Finance,Analyst,2018-03-03,1.0,No,2020-04-16,Terminated,6.8
2003,Male,IT,Executive,2019-10-09,1.0,No,,Active,5.2
2004,Male,Finance,Executive,2018-07-30,1.0,No,,Active,6.4
2005,Male,Sales,Associate,2015-03-14,1.0,No,2018-06-18,Terminated,9.8
2006,Male,Sales,Analyst,2016-04-25,1.0,Yes,2022-11-24,Terminated,8.7
2007,Female,Finance,Analyst,2024-05-16,1.0,No,,Active,0.6
2008,Male,Finance,Executive,2016-07-13,1.0,No,,Active,8.5
2009,Female,Sales,Manager,2024-04-20,1.0,No,,Active,0.7
2010,Female,IT,Manager,2017-01-14,1.0,No,,Active,8.0
2011,Male,Operations,Engineer,2019-01-06,0.75,Yes,,Active,6.0
2012,Male,Operations,Executive,2015-04-10,1.0,No,,Active,9.7
2013,Female,Finance,Engineer,2017-12-18,0.75,No,,Active,7.0
2014,Male,Operations,Executive,2021-12-30,1.0,No,,Active,3.0
2015,Male,Sales,Associate,2021-04-24,1.0,No,,Active,3.7
2016,Female,Sales,Analyst,2016-02-17,1.0,No,,Active,8.9
2017,Female,Finance,Associate,2024-08-24,0.5,No,,Active,0.4
2018,Male,Finance,Executive,2017-12-24,1.0,No,,Active,7.0
2019,Female,Finance,Analyst,2022-03-27,1.0,No,2028-07-03,Terminated,2.8
2020,Male,IT,Manager,2018-03-23,1.0,Yes,,Active,6.8
2021,Male,Operations,Manager,2020-07-01,1.0,No,,Active,4.5
2022,Male,Finance,Engineer,2021-05-02,1.0,No,2024-06-12,Terminated,3.7
2023,Female,HR,Executive,2017-03-31,1.0,No,,Active,7.8
2024,Female,HR,Executive,2023-08-17,0.75,Yes,,Active,1.4
2025,Female,Sales,Manager,2024-04-09,0.75,No,2026-04-19,Terminated,0.7
2026,Female,Operations,Associate,2016-10-23,1.0,No,,Active,8.2
2027,Female,Finance,Analyst,2023-03-14,1.0,No,,Active,1.8
2028,Male,HR,Associate,2016-07-13,0.75,No,,Active,8.5
2029,Male,Operations,Associate,2023-02-12,0.75,No,,Active,1.9
2030,Male,Sales,Manager,2023-01-17,0.75,No,,Active,2.0
2031,Male,IT,Manager,2018-06-25,1.0,No,2022-08-13,Terminated,6.5
2032,Female,Operations,Manager,2019-12-19,1.0,No,,Active,5.0
2033,Male,Operations,Engineer,2022-12-25,1.0,No,,Active,2.0
2034,Female,IT,Associate,2016-09-01,1.0,No,,Active,8.3
2035,Male,Operations,Executive,2021-09-27,1.0,Yes,,Active,3.3
2036,Female,Sales,Analyst,2015-01-25,0.5,No,,Active,9.9
2037,Female,Sales,Engineer,2020-07-21,0.5,Yes,,Active,4.4
2038,Male,IT,Executive,2015-10-11,0.75,No,,Active,9.2
2039,Male,Finance,Associate,2019-01-12,1.0,Yes,,Active,6.0
2040,Male,HR,Manager,2023-01-07,1.0,No,,Active,2.0
2041,Male,Finance,Associate,2015-10-28,0.75,Yes,,Active,9.2
2042,Female,Operations,Analyst,2017-12-27,1.0,No,,Active,7.0
2043,Male,HR,Engineer,2017-10-27,1.0,No,,Active,7.2
2044,Male,IT,Engineer,2017-03-27,1.0,Yes,,Active,7.8
2045,Female,IT,Analyst,2023-10-14,0.75,No,,Active,1.2
2046,Male,HR,Executive,2023-11-10,1.0,No,,Active,1.1
2047,Male,Sales,Executive,2015-03-24,1.0,No,,Active,9.8
2048,Male,HR,Engineer,2020-04-04,0.75,No,2024-05-05,Terminated,4.7
2049,Male,Operations,Engineer,2024-07-23,1.0,No,,Active,0.4
2050,Male,Sales,Manager,2023-08-11,0.5,No,,Active,1.4
2051,Female,IT,Executive,2024-01-22,1.0,No,,Active,0.9
2052,Male,HR,Analyst,2020-09-24,1.0,Yes,,Active,4.3
2053,Male,Finance,Executive,2016-09-09,1.0,No,,Active,8.3
2054,Male,Finance,Manager,2023-02-23,1.0,No,,Active,1.9
2055,Male,Operations,Engineer,2021-04-28,1.0,No,,Active,3.7
2056,Male,Finance,Engineer,2015-06-25,1.0,Yes,2020-12-16,Terminated,9.5
2057,Female,HR,Manager,2018-04-04,1.0,No,2022-12-29,Terminated,6.7
2058,Male,HR,Analyst,2022-05-28,1.0,No,,Active,2.6
2059,Female,Finance,Engineer,2017-04-21,1.0,No,,Active,7.7
2060,Female,HR,Associate,2016-01-05,1.0,No,,Active,9.0
2061,Male,Operations,Engineer,2019-12-24,1.0,No,,Active,5.0
2062,Male,Sales,Associate,2020-10-02,1.0,No,,Active,4.2
2063,Male,Operations,Manager,2016-11-20,1.0,No,,Active,8.1
2064,Male,Operations,Manager,2024-07-22,1.0,No,,Active,0.4
2065,Female,HR,Engineer,2019-11-15,1.0,No,,Active,5.1
2066,Male,Sales,Executive,2024-10-18,1.0,No,,Active,0.2
2067,Male,HR,Associate,2018-09-26,1.0,Yes,,Active,6.3
2068,Male,IT,Analyst,2023-10-04,1.0,Yes,,Active,1.2
2069,Male,HR,Engineer,2018-12-03,1.0,No,,Active,6.1
2070,Male,HR,Analyst,2016-01-02,1.0,No,,Active,9.0
2071,Male,HR,Engineer,2024-02-25,1.0,No,,Active,0.8
2072,Female,Sales,Executive,2016-10-05,1.0,No,2019-07-31,Terminated,8.2
2073,Female,HR,Executive,2021-08-23,1.0,Yes,,Active,3.4
2074,Male,Sales,Executive,2015-03-14,1.0,No,,Active,9.8
2075,Male,Finance,Executive,2023-02-10,1.0,No,,Active,1.9
2076,Male,IT,Manager,2018-06-25,0.5,No,,Active,6.5
2077,Female,Sales,Manager,2017-05-09,0.75,No,,Active,7.7
2078,Male,Finance,Associate,2015-02-12,0.5,Yes,,Active,9.9
2079,Female,Sales,Analyst,2021-08-21,1.0,No,,Active,3.4
2080,Male,Sales,Engineer,2017-11-30,0.75,Yes,,Active,7.1
2081,Male,IT,Engineer,2021-01-26,0.75,No,,Active,3.9
2082,Male,Operations,Manager,2021-03-09,1.0,No,,Active,3.8
2083,Male,Operations,Engineer,2019-02-25,1.0,No,,Active,5.9
2084,Female,Sales,Manager,2020-09-17,1.0,No,,Active,4.3
2085,Female,HR,Associate,2016-01-04,1.0,No,,Active,9.0
2086,Male,Finance,Analyst,2022-09-05,0.5,No,,Active,2.3
2087,Male,HR,Associate,2015-05-31,1.0,No,,Active,9.6
2088,Female,HR,Executive,2018-02-08,1.0,No,,Active,6.9
2089,Female,Sales,Executive,2019-02-12,1.0,No,,Active,5.9
2090,Female,Sales,Executive,2018-12-30,1.0,Yes,2022-12-27,Terminated,6.0
2091,Female,Sales,Associate,2017-12-06,1.0,No,,Active,7.1
2092,Male,Sales,Engineer,2017-10-20,1.0,Yes,,Active,7.2
2093,Female,Operations,Analyst,2019-05-18,1.0,No,,Active,5.6
2094,Male,Sales,Executive,2022-08-16,0.75,No,,Active,2.4
2095,Female,Operations,Executive,2020-08-02,0.75,No,2025-04-11,Terminated,4.4
2096,Female,Operations,Executive,2018-10-21,0.75,No,,Active,6.2
2097,Female,Sales,Analyst,2015-03-10,0.75,No,2020-08-24,Terminated,9.8
2098,Female,IT,Executive,2021-06-04,1.0,No,,Active,3.6
2099,Female,Finance,Analyst,2017-08-01,0.75,No,,Active,7.4
2100,Male,HR,Executive,2017-03-12,1.0,No,,Active,7.8
2101,Male,Operations,Associate,2021-06-01,0.75,No,2026-09-04,Terminated,3.6
2102,Female,Finance,Associate,2021-02-28,0.75,No,,Active,3.8
2103,Female,IT,Analyst,2015-03-02,1.0,Yes,,Active,9.8
2104,Male,HR,Associate,2017-08-03,0.5,No,2019-09-27,Terminated,7.4
2105,Female,HR,Analyst,2023-03-30,1.0,No,,Active,1.8
2106,Female,Operations,Associate,2018-08-30,1.0,No,,Active,6.3
2107,Male,Sales,Associate,2018-03-30,0.75,No,,Active,6.8
2108,Female,IT,Analyst,2015-11-27,0.5,No,,Active,9.1
2109,Female,Operations,Engineer,2019-04-01,1.0,Yes,,Active,5.8
2110,Male,IT,Associate,2015-12-04,0.5,Yes,,Active,9.1
2111,Male,Sales,Executive,2019-06-18,0.75,No,,Active,5.5
2112,Male,Sales,Engineer,2018-08-20,0.75,No,,Active,6.4
2113,Female,Operations,Analyst,2019-03-07,0.75,No,,Active,5.8
2114,Male,Sales,Engineer,2019-08-01,1.0,No,,Active,5.4
2115,Male,Finance,Manager,2018-09-23,1.0,No,,Active,6.3
2116,Male,HR,Manager,2019-04-23,1.0,No,,Active,5.7
2117,Male,Operations,Associate,2022-05-10,0.75,Yes,,Active,2.6
2118,Male,IT,Associate,2015-10-02,0.75,No,,Active,9.3
2119,Male,Finance,Executive,2018-04-02,1.0,No,,Active,6.8
2120,Female,Operations,Engineer,2024-08-15,1.0,No,,Active,0.4
2121,Female,Sales,Manager,2021-06-24,1.0,No,,Active,3.5
2122,Male,Sales,Associate,2022-03-21,1.0,No,,Active,2.8
2123,Male,Sales,Engineer,2021-12-26,1.0,No,,Active,3.0
2124,Male,Sales,Associate,2021-08-31,1.0,No,,Active,3.3
2125,Female,IT,Associate,2020-06-16,1.0,Yes,,Active,4.5
2126,Female,Finance,Manager,2017-05-19,1.0,No,,Active,7.6
2127,Female,HR,Manager,2022-11-20,1.0,No,,Active,2.1
2128,Female,IT,Associate,2017-10-11,0.75,No,2022-05-04,Terminated,7.2
2129,Female,IT,Analyst,2020-03-26,1.0,Yes,,Active,4.8
2130,Female,HR,Associate,2016-08-25,1.0,No,,Active,8.4
2131,Female,HR,Associate,2019-12-05,1.0,Yes,,Active,5.1
2132,Female,Sales,Executive,2016-11-21,1.0,No,,Active,8.1
2133,Female,IT,Executive,2016-05-08,1.0,No,,Active,8.7
2134,Male,Operations,Executive,2016-05-04,0.75,No,,Active,8.7
2135,Male,HR,Analyst,2022-07-31,1.0,No,,Active,2.4
2136,Male,HR,Analyst,2023-08-11,1.0,No,,Active,1.4
2137,Male,Finance,Associate,2021-12-31,1.0,No,,Active,3.0
